Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold
9/23/2023,5,9,2023,1,0,1002,Beauty,482.09,0.32,327.82,7,Rural,458.67,151.9,16.1,2,0.95,12,53,422,119
12/25/2023,0,12,2023,0,0,1012,Grocery,271.8,0.28,195.7,5,Rural,285.45,117.7,22.7,5.4,0.8,12,118,377,97
12/6/2023,2,12,2023,0,0,1007,Home,147.5,0.28,106.2,1,Urban,142.77,100,23.4,1.3,0.41,3,166,401,119
3/6/2023,0,3,2023,0,0,1006,Grocery,64.53,0.02,63.24,14,Rural,63.6,95.5,10.1,0.6,0.82,8,118,86,136
6/26/2023,0,6,2023,0,1,1000,Grocery,353.25,0.23,272,18,Urban,346.44,111.6,11.5,0.1,0.51,1,119,405,79
1/3/2023,1,1,2023,0,0,1015,Home,324.2,0.46,175.07,13,Urban,337.99,53.5,9.9,1.7,0.28,13,120,323,95
5/22/2023,0,5,2023,0,1,1005,Electronics,190.1,0.2,152.08,8,Rural,205.98,150.3,16.5,2.5,0.3,6,139,495,107
6/7/2023,2,6,2023,0,0,1006,Home,475.72,0.31,328.25,8,Rural,491.59,176.8,13.1,4,0.22,2,143,266,85
11/20/2023,0,11,2023,0,0,1011,Beauty,15.99,0.39,9.75,10,Urban,15.9,103.2,30.6,1.7,0.14,7,18,81,141
5/26/2023,4,5,2023,0,0,1008,Clothing,155.34,0.39,94.76,17,Urban,164.01,56.9,22.9,20.7,0.18,13,24,63,88
10/20/2023,4,10,2023,0,0,1010,Home,460.93,0.26,341.09,6,Rural,473.93,198,30.9,1.7,0.06,3,67,118,100
6/2/2023,4,6,2023,0,0,1009,Grocery,163.86,0.43,93.4,15,Rural,149.46,89.6,23.4,2.9,0.89,11,11,495,137
7/12/2023,2,7,2023,0,0,1000,Grocery,129.87,0.2,103.9,15,Rural,119.37,69,33.8,0.5,0.93,10,140,454,129
3/14/2023,1,3,2023,0,0,1017,Home,269.44,0.44,150.89,16,Urban,244.54,105.5,20.4,1.5,0.59,5,189,340,117
11/1/2023,2,11,2023,0,0,1003,Clothing,412.78,0.12,363.25,8,Urban,409.21,160.8,33.5,0.2,0.84,10,64,312,84
12/10/2023,6,12,2023,1,0,1004,Home,56.06,0.14,48.21,19,Urban,59.71,94.1,1.3,4.1,0.18,2,62,162,117
5/20/2023,5,5,2023,1,0,1008,Clothing,471.8,0.03,457.65,20,Urban,454.16,136.2,-2.9,7,0.9,1,103,292,67
7/6/2023,3,7,2023,0,1,1016,Clothing,398.56,0.4,239.14,15,Urban,389.33,112.3,18.2,1.1,0.51,5,81,177,65
10/20/2023,4,10,2023,0,0,1002,Beauty,94.72,0.21,74.83,3,Urban,102.48,67.7,34.3,2.3,0.07,9,49,376,106
3/2/2023,3,3,2023,0,0,1015,Grocery,357.44,0.11,318.12,6,Urban,381.52,99.5,11.7,0.1,0.14,9,48,29,67
7/17/2023,0,7,2023,0,0,1004,Grocery,195.55,0.12,172.08,8,Urban,202.01,158.7,3.5,9.1,0.31,7,180,400,120
10/22/2023,6,10,2023,1,0,1015,Clothing,204.14,0.45,112.28,16,Rural,194.62,141.8,15.9,7.6,0.04,14,150,160,123
11/15/2023,2,11,2023,0,0,1002,Grocery,392.73,0.42,227.78,15,Urban,362.65,68,21,0.3,0.31,9,113,399,82
10/29/2023,6,10,2023,1,0,1019,Electronics,481.58,0.28,346.74,13,Urban,434.97,74.5,7.6,2.3,0.06,4,114,398,59
12/10/2023,6,12,2023,1,0,1014,Clothing,67.69,0.31,46.71,20,Urban,62.37,146.1,23.6,15.5,0.24,3,174,396,129
1/11/2023,2,1,2023,0,0,1002,Grocery,213.21,0.24,162.04,15,Urban,204.37,172,34,2.5,0.27,11,64,486,127
3/3/2023,4,3,2023,0,0,1019,Electronics,243.07,0.2,194.46,18,Urban,245.59,102.4,30.9,3.7,0.99,4,169,2,111
11/29/2023,2,11,2023,0,0,1013,Beauty,191.27,0.46,103.29,13,Rural,174.59,139.3,6.7,2.2,0.24,7,151,23,108
8/14/2023,0,8,2023,0,1,1015,Grocery,184.78,0.06,173.69,8,Rural,171.34,75.6,8.1,4.5,0.24,8,74,406,101
6/2/2023,4,6,2023,0,0,1016,Electronics,30.87,0.21,24.39,14,Urban,28.9,96.7,9.9,19.1,0.69,2,164,58,134
7/18/2023,1,7,2023,0,0,1019,Home,344.34,0.17,285.8,11,Urban,353.43,53,10.8,30,0.86,5,33,236,82
2/21/2023,1,2,2023,0,0,1017,Home,220.93,0.25,165.7,6,Urban,226.05,165.2,-1,7.5,0.39,5,124,239,123
9/17/2023,6,9,2023,1,0,1017,Electronics,101.42,0.23,78.09,1,Rural,102.45,110.2,25.5,2.6,0.88,13,122,310,122
2/28/2023,1,2,2023,0,1,1013,Clothing,408.94,0.26,302.62,2,Urban,388.53,172.4,9.6,3.4,0.34,9,31,320,100
3/13/2023,0,3,2023,0,0,1017,Clothing,402.27,0.07,374.11,13,Urban,391.9,156.3,30.2,2.2,0.2,13,87,159,81
5/28/2023,6,5,2023,1,0,1014,Grocery,245.76,0.26,181.86,1,Rural,225.94,174.3,32.1,21.2,0.33,13,54,480,139
12/15/2023,4,12,2023,0,0,1014,Home,152.73,0.12,134.4,4,Rural,144.37,92.8,-4,6.2,0.61,13,145,59,122
3/4/2023,5,3,2023,1,0,1005,Clothing,320.86,0.09,291.98,2,Rural,346.38,77.8,34.5,3,0.37,3,73,239,89
11/6/2023,0,11,2023,0,0,1014,Clothing,147.64,0.03,143.21,20,Rural,161.8,195.8,23.4,0.1,0.67,12,106,413,150
8/31/2023,3,8,2023,0,0,1017,Home,121.82,0.38,75.53,16,Rural,125.42,157.6,15.8,3.7,0.24,6,124,321,132
11/26/2023,6,11,2023,1,0,1003,Beauty,366.6,0.21,289.61,3,Urban,397.16,175.1,10.6,20.7,0.7,10,184,401,108
4/17/2023,0,4,2023,0,0,1007,Clothing,24.96,0.31,17.22,17,Urban,25.67,52,15.7,3.7,0.35,12,30,58,129
8/14/2023,0,8,2023,0,1,1014,Electronics,51.91,0.36,33.22,5,Rural,47.06,103.2,8,1,0.46,5,169,52,129
11/9/2023,3,11,2023,0,0,1002,Grocery,8.36,0.34,5.52,8,Rural,9.19,161.4,19.9,0.1,0.56,2,114,63,163
8/6/2023,6,8,2023,1,0,1014,Clothing,80.71,0.24,61.34,12,Rural,74.24,61.7,-1.3,2.2,0.69,2,54,120,142
8/29/2023,1,8,2023,0,0,1012,Clothing,39.15,0.19,31.71,12,Urban,40.58,135.1,19.8,12.5,0.24,4,53,118,132
9/16/2023,5,9,2023,1,0,1008,Beauty,497.92,0.19,403.32,1,Urban,473.31,114.4,6,28.4,0.84,12,50,285,82
9/19/2023,1,9,2023,0,1,1001,Electronics,147.96,0.32,100.61,1,Urban,144.76,52.6,-4.3,14.5,0.72,4,105,17,102
1/5/2023,3,1,2023,0,0,1007,Grocery,78.89,0.25,59.17,15,Urban,81.19,85.4,17.1,6.5,0.23,7,189,4,124
9/18/2023,0,9,2023,0,0,1019,Clothing,124.29,0.42,72.09,17,Urban,122.71,92.7,18.1,4.1,0.97,14,148,324,148
2/23/2023,3,2,2023,0,0,1016,Grocery,468.38,0.44,262.29,2,Rural,445.01,66.8,12.1,4.5,0.66,12,110,391,94
2/16/2023,3,2,2023,0,0,1012,Home,262.48,0.09,238.86,17,Urban,253.79,144.7,-2.1,3.9,0.45,14,124,392,100
8/3/2023,3,8,2023,0,0,1000,Clothing,185.58,0.07,172.59,20,Rural,179.7,86.4,30.7,6.1,0.16,1,27,159,110
6/26/2023,0,6,2023,0,0,1001,Clothing,437.33,0.32,297.38,9,Rural,477.51,91.6,19.5,2.7,0.53,11,148,375,76
1/9/2023,0,1,2023,0,0,1014,Home,200.52,0.15,170.44,12,Urban,212.5,184.7,-0.4,5.5,0.16,6,36,141,147
4/9/2023,6,4,2023,1,0,1011,Beauty,170.83,0.01,169.12,4,Urban,169.41,120.1,15.4,0.6,0.43,11,180,396,116
1/20/2023,4,1,2023,0,0,1013,Clothing,107.6,0.44,60.26,13,Rural,101.14,108.8,14.9,1.5,0.41,13,111,17,135
8/29/2023,1,8,2023,0,0,1001,Grocery,192.01,0.11,170.89,4,Rural,203.95,158.6,-2.6,9,0.72,9,191,67,134
3/2/2023,3,3,2023,0,1,1017,Electronics,161.76,0.46,87.35,7,Rural,150.67,186.4,19.3,11.7,0.19,2,38,113,131
6/27/2023,1,6,2023,0,0,1006,Grocery,340.27,0.36,217.77,14,Rural,320.57,53.8,27.3,3.9,0.82,12,158,21,102
12/4/2023,0,12,2023,0,0,1005,Beauty,148.34,0.38,91.97,9,Rural,144.36,117.2,25,0.2,0.33,5,38,19,125
3/3/2023,4,3,2023,0,0,1013,Electronics,290.71,0.1,261.64,1,Urban,312.82,141.6,3.1,13.1,0.44,10,146,398,93
5/25/2023,3,5,2023,0,0,1007,Grocery,37.62,0.12,33.11,1,Rural,34.85,97.8,29.5,6.1,0.77,11,198,262,130
8/4/2023,4,8,2023,0,0,1001,Grocery,99.69,0.26,73.77,20,Rural,92.16,165.9,8.7,2.7,0.63,10,199,460,141
1/3/2023,1,1,2023,0,1,1016,Home,206.67,0.09,188.07,4,Rural,206.42,195.7,32.9,4.6,0.31,4,111,97,126
6/9/2023,4,6,2023,0,0,1004,Beauty,468.79,0.15,398.47,1,Urban,447.83,191.5,-2.1,2.8,0.39,4,100,104,74
8/15/2023,1,8,2023,0,0,1013,Home,191.74,0.16,161.06,10,Rural,194.38,89.9,14.4,3.1,0.31,8,14,285,92
9/26/2023,1,9,2023,0,0,1019,Electronics,333.72,0.08,307.02,2,Urban,330.49,84,18.9,10.9,0.59,14,106,4,58
4/30/2023,6,4,2023,1,0,1002,Home,131.27,0.1,118.14,15,Rural,129.56,193.6,4.9,0.9,0.33,6,24,128,137
3/30/2023,3,3,2023,0,0,1004,Beauty,67.88,0.39,41.41,3,Urban,62.61,118.8,25.9,0.5,0.73,7,194,443,155
11/25/2023,5,11,2023,1,0,1015,Clothing,33.98,0.08,31.26,9,Urban,31.54,81.2,20.1,0,0.58,11,14,158,146
3/9/2023,3,3,2023,0,0,1017,Clothing,156.18,0.01,154.62,17,Urban,166.21,156,-4.3,1.9,0.15,12,157,250,121
12/23/2023,5,12,2023,1,0,1016,Electronics,83.04,0.31,57.3,13,Urban,89.45,92.7,19.3,0.8,0.31,9,110,498,148
4/8/2023,5,4,2023,1,0,1010,Clothing,91.14,0.49,46.48,3,Urban,86.3,90.1,14.7,1.2,0.22,13,90,275,139
9/24/2023,6,9,2023,1,0,1016,Home,381.58,0.17,316.71,4,Rural,352.08,181.9,2.8,0.1,0.39,3,123,82,108
4/15/2023,5,4,2023,1,0,1015,Electronics,12.84,0.06,12.07,4,Urban,11.69,74.4,34.8,1.3,0.52,11,13,319,140
11/19/2023,6,11,2023,1,0,1001,Beauty,281.12,0.29,199.6,11,Urban,287.21,59.7,30.9,2,0.51,2,193,117,94
5/3/2023,2,5,2023,0,0,1003,Electronics,192.83,0.45,106.06,7,Urban,201.14,90.4,6.7,0.2,0.75,3,43,447,108
1/29/2023,6,1,2023,1,0,1006,Electronics,255.74,0.39,156,11,Urban,249.23,141,16.6,4.7,0.19,8,49,28,117
5/17/2023,2,5,2023,0,0,1001,Grocery,283.6,0.31,195.68,11,Urban,293.79,68.5,7.7,4.2,0.95,13,159,492,74
7/14/2023,4,7,2023,0,0,1005,Grocery,160.12,0.16,134.5,10,Urban,166.94,120.7,26,0.5,0.34,9,136,357,105
8/14/2023,0,8,2023,0,0,1016,Electronics,151.08,0.27,110.29,5,Urban,164.23,144.1,32.2,4.5,0.3,10,151,137,141
11/28/2023,1,11,2023,0,0,1006,Clothing,368.03,0.05,349.63,13,Rural,336,177.3,9.4,33.1,0.69,5,145,156,97
6/19/2023,0,6,2023,0,0,1004,Grocery,436.28,0.34,287.94,12,Urban,409.43,84.5,27.2,14.5,0.81,8,137,30,73
1/9/2023,0,1,2023,0,0,1004,Beauty,100.33,0.36,64.21,10,Urban,91.67,172.6,14.9,0,0.38,14,76,330,151
2/9/2023,3,2,2023,0,1,1019,Home,53.32,0.48,27.73,7,Urban,57.24,85.2,10.9,7.9,0.75,11,183,470,141
1/25/2023,2,1,2023,0,0,1015,Grocery,449.41,0.13,390.99,19,Rural,475.71,151.5,32.5,2.2,0.88,7,166,285,100
9/18/2023,0,9,2023,0,0,1018,Electronics,178.2,0.01,176.42,19,Urban,180.86,114.6,15.4,0.3,0.77,12,123,152,132
8/14/2023,0,8,2023,0,0,1008,Clothing,277.9,0.27,202.87,19,Urban,254.76,67.2,13.7,1.8,0.03,14,128,335,87
5/4/2023,3,5,2023,0,0,1004,Home,182.97,0.35,118.93,12,Urban,174.67,157.1,21.9,1.9,0.83,12,103,57,124
2/7/2023,1,2,2023,0,0,1007,Grocery,67.27,0.4,40.36,20,Urban,64.55,82.7,5.4,3.7,0.77,13,21,312,154
11/24/2023,4,11,2023,0,0,1008,Clothing,296.72,0.1,267.05,15,Urban,300.32,76.5,8,5.4,0.67,9,61,86,96
9/8/2023,4,9,2023,0,0,1004,Clothing,264.94,0.13,230.5,5,Urban,252.12,103.7,32.3,6.9,0.76,4,195,122,108
6/25/2023,6,6,2023,1,0,1009,Clothing,105.48,0.26,78.06,14,Urban,96.47,148,22.1,1.4,0.98,13,11,190,153
3/31/2023,4,3,2023,0,0,1001,Electronics,228.68,0.17,189.8,12,Urban,239.23,85.1,28.1,1.9,0.43,10,10,352,80
2/6/2023,0,2,2023,0,0,1008,Beauty,399.49,0.43,227.71,11,Urban,383.44,77.5,5.8,1.8,0.07,3,64,370,73
11/12/2023,6,11,2023,1,0,1010,Clothing,297.26,0.24,225.92,5,Rural,294.43,51.5,16.8,2.3,0.46,9,113,292,83
6/25/2023,6,6,2023,1,0,1003,Home,52.97,0.4,31.78,16,Rural,49.03,120.7,33.9,39.9,0.05,8,108,313,131
10/11/2023,2,10,2023,0,0,1001,Grocery,276.27,0.29,196.15,18,Urban,292.99,114.3,7.7,7.5,0.29,7,171,27,111
3/22/2023,2,3,2023,0,0,1005,Home,352.86,0.39,215.24,12,Rural,357.48,85.1,1.4,18.4,0.59,1,77,154,93
4/24/2023,0,4,2023,0,0,1013,Electronics,397.39,0.17,329.83,5,Rural,429.31,58,15.4,5.9,0.31,2,91,453,49
2/9/2023,3,2,2023,0,0,1000,Electronics,316.41,0.42,183.52,16,Rural,316.12,114.4,10.5,2.6,0.69,9,149,229,116
10/28/2023,5,10,2023,1,0,1017,Home,80.57,0.14,69.29,12,Urban,87.68,168.2,1.4,2.5,0.82,5,59,36,149
8/12/2023,5,8,2023,1,0,1006,Beauty,356.54,0.27,260.27,2,Rural,384.48,157.3,30.5,3.4,0.42,1,30,5,92
11/14/2023,1,11,2023,0,0,1000,Electronics,340.28,0.11,302.85,6,Urban,345.48,179.1,34.6,2.7,0.9,9,19,472,116
12/15/2023,4,12,2023,0,1,1000,Electronics,17.09,0.24,12.99,4,Urban,18.57,51.4,17.7,8.8,0.08,1,94,460,113
4/25/2023,1,4,2023,0,0,1000,Home,208.82,0.16,175.41,13,Urban,201.43,195,26,3.1,0.84,8,113,317,141
7/5/2023,2,7,2023,0,0,1003,Electronics,169.81,0.13,147.73,10,Urban,165.25,101.2,29.4,1.8,0.83,5,98,224,131
11/19/2023,6,11,2023,1,0,1003,Beauty,336.36,0.48,174.91,17,Urban,305.78,198.6,23,7.5,0.32,14,123,32,138
2/25/2023,5,2,2023,1,0,1017,Beauty,111.99,0.08,103.03,14,Urban,113.99,87.9,-3.2,9.6,0.3,11,124,88,122
2/9/2023,3,2,2023,0,0,1010,Beauty,297.48,0.39,181.46,15,Rural,310.68,120.7,1.3,2.7,0.31,12,23,333,106
12/20/2023,2,12,2023,0,0,1000,Grocery,457.04,0.49,233.09,8,Urban,482.04,103.1,-2.2,5.5,0.81,6,177,39,108
2/9/2023,3,2,2023,0,0,1009,Beauty,399.91,0.01,395.91,18,Urban,371.9,103.4,-4.6,0.3,0.83,1,113,168,47
12/13/2023,2,12,2023,0,0,1008,Beauty,461.12,0.35,299.73,3,Urban,455.97,176.3,7.2,3.8,0.33,2,91,374,91
8/25/2023,4,8,2023,0,0,1003,Grocery,489.36,0.13,425.74,17,Urban,457.73,162,10.7,0.2,0.59,7,39,297,71
10/16/2023,0,10,2023,0,0,1005,Clothing,10.28,0.02,10.07,7,Urban,10.61,198.8,4.6,0.1,0.14,2,23,485,155
9/19/2023,1,9,2023,0,1,1015,Electronics,313.26,0.2,250.61,13,Rural,291.83,142,-2.4,4.7,0.47,5,189,392,93
8/4/2023,4,8,2023,0,0,1001,Beauty,209.36,0.47,110.96,16,Urban,226.28,119.5,16.2,1.8,1,11,119,17,132
5/27/2023,5,5,2023,1,0,1017,Electronics,430.63,0.01,426.32,5,Urban,407.43,63.5,5.9,6.8,0.16,9,154,14,40
12/2/2023,5,12,2023,1,0,1009,Home,129.65,0.29,92.05,4,Rural,124.24,199.5,26.8,11.3,0.95,5,71,131,164
6/17/2023,5,6,2023,1,1,1016,Electronics,490.61,0.25,367.96,10,Urban,525.04,132.7,-4.7,0.8,0.82,12,119,289,89
4/2/2023,6,4,2023,1,0,1012,Grocery,308.79,0.44,172.92,13,Rural,306.23,155.1,28.7,6.4,0.97,3,159,317,141
12/19/2023,1,12,2023,0,0,1017,Electronics,397.8,0.04,381.89,10,Urban,359.93,111,33.2,3.6,0.18,11,62,293,52
2/28/2023,1,2,2023,0,0,1012,Electronics,47.37,0.34,31.26,14,Urban,47.32,132.2,23.6,0.6,0.21,13,169,208,132
2/28/2023,1,2,2023,0,0,1016,Electronics,95.81,0.34,63.23,12,Urban,87.85,191.4,24.3,5.3,0.02,6,85,326,154
10/31/2023,1,10,2023,0,0,1004,Clothing,380.41,0.33,254.87,1,Urban,417.34,75,32.3,4.7,0.72,7,64,479,76
6/18/2023,6,6,2023,1,0,1010,Clothing,15.88,0.47,8.42,20,Urban,16.16,93.9,3.4,3.6,0.64,10,31,278,136
9/26/2023,1,9,2023,0,0,1006,Home,409.35,0.41,241.52,20,Rural,389.42,72.8,34.8,13.1,0.18,14,175,381,69
12/29/2023,4,12,2023,0,0,1009,Grocery,11.9,0.02,11.66,7,Rural,12.05,168.8,25.9,3.7,0.79,11,187,275,162
2/14/2023,1,2,2023,0,0,1016,Electronics,330.27,0.24,251.01,9,Rural,302.32,59.3,24.1,23.3,0.3,10,112,494,83
12/11/2023,0,12,2023,0,0,1014,Electronics,185.72,0.2,148.58,8,Rural,196.86,62.2,9.4,3.6,0.13,11,54,439,96
6/30/2023,4,6,2023,0,0,1017,Electronics,307.69,0.16,258.46,13,Urban,333.86,94.8,16.8,0.6,0.42,8,128,308,76
6/19/2023,0,6,2023,0,0,1018,Electronics,349.54,0.23,269.15,14,Rural,375.72,127.1,21.2,3.2,0.09,3,17,385,104
12/22/2023,4,12,2023,0,0,1001,Clothing,174.53,0.19,141.37,12,Urban,169.01,110.9,19.8,1,0.26,11,74,276,103
7/10/2023,0,7,2023,0,1,1003,Home,58.44,0.22,45.58,8,Rural,56.4,56.7,23.2,4.5,0.37,4,177,75,99
6/4/2023,6,6,2023,1,0,1002,Beauty,39.47,0.49,20.13,18,Urban,35.8,193.6,-1.7,5.9,0.85,10,14,297,194
7/7/2023,4,7,2023,0,0,1006,Grocery,296.52,0.04,284.66,16,Rural,305.5,192.9,9.2,3.2,0.79,4,54,312,108
1/7/2023,5,1,2023,1,0,1017,Electronics,262.72,0.46,141.87,11,Rural,264.55,91.9,12.4,0.5,0.44,2,55,377,111
5/13/2023,5,5,2023,1,1,1009,Home,372.39,0.24,283.02,16,Urban,369.36,159.7,5.4,3.2,0.72,7,173,432,109
8/23/2023,2,8,2023,0,0,1006,Beauty,257.32,0.31,177.55,14,Urban,278.3,136.8,1.9,0.4,0.57,12,154,346,122
2/14/2023,1,2,2023,0,0,1007,Home,214.11,0.42,124.18,3,Urban,199.89,85.6,0.6,5.7,0.34,4,178,497,89
11/10/2023,4,11,2023,0,0,1005,Clothing,202.05,0.18,165.68,2,Urban,182.24,89.3,9.7,7.8,0.73,4,167,111,105
9/6/2023,2,9,2023,0,0,1000,Beauty,18.09,0.22,14.11,3,Rural,16.55,123.7,14.7,16.4,0.68,13,189,265,144
1/31/2023,1,1,2023,0,0,1003,Home,171.1,0.2,136.88,4,Rural,161.63,112.9,-2.5,0.8,0.62,12,88,71,133
1/23/2023,0,1,2023,0,0,1013,Clothing,488.13,0.19,395.39,5,Urban,442.57,93.7,32.9,3.8,0.62,8,157,316,55
6/9/2023,4,6,2023,0,0,1016,Home,437.41,0.46,236.2,10,Urban,437.66,171.1,25.6,4.2,0.68,6,173,20,114
12/29/2023,4,12,2023,0,1,1019,Home,168.04,0.41,99.14,20,Rural,161.79,122.2,24.2,12.8,0.38,6,75,187,132
6/7/2023,2,6,2023,0,0,1017,Beauty,295.96,0.05,281.16,2,Urban,277.05,148.2,1.9,4.9,0.87,11,182,120,110
2/8/2023,2,2,2023,0,0,1010,Clothing,424.41,0.05,403.19,12,Urban,445.64,78.4,19.2,0.8,0.16,9,13,341,38
3/23/2023,3,3,2023,0,0,1013,Electronics,223.43,0.21,176.51,5,Rural,210.22,130,16.2,2.9,0.88,4,187,140,125
12/22/2023,4,12,2023,0,0,1008,Grocery,13.89,0.05,13.2,5,Rural,14.41,97.7,34.3,5.3,0.34,9,97,303,126
9/15/2023,4,9,2023,0,0,1014,Beauty,41.88,0.31,28.9,1,Urban,40.62,129,24.9,6,0.13,1,64,423,143
7/25/2023,1,7,2023,0,0,1011,Clothing,257.64,0.07,239.61,4,Urban,258.25,167.1,18,9.9,0.6,11,68,446,112
3/18/2023,5,3,2023,1,0,1009,Home,484.87,0.26,358.8,12,Rural,526.94,165.3,29,1,0.38,9,179,203,77
1/12/2023,3,1,2023,0,0,1018,Clothing,348.14,0,348.14,12,Rural,315.93,103.1,1.2,15.1,0.82,1,11,208,56
10/22/2023,6,10,2023,1,1,1018,Grocery,40.1,0.16,33.68,16,Rural,40.1,154.1,-4.4,0.3,0.43,7,55,495,149
8/12/2023,5,8,2023,1,0,1005,Grocery,98.73,0.34,65.16,17,Urban,105.73,191.2,22.6,20.6,0.67,6,11,8,154
1/13/2023,4,1,2023,0,0,1019,Electronics,386.8,0.24,293.97,10,Rural,393.61,143.9,-1.1,9.8,0.31,7,187,184,88
2/15/2023,2,2,2023,0,1,1005,Electronics,421.51,0.49,214.97,17,Urban,402.7,72.3,-0.4,5.4,0.21,9,138,434,82
6/4/2023,6,6,2023,1,0,1007,Grocery,310.76,0.44,174.03,17,Rural,304.4,152,24.8,6.6,0.39,10,22,368,104
4/23/2023,6,4,2023,1,0,1000,Beauty,323.99,0.18,265.67,18,Urban,335.67,65.7,5.8,0.4,0.61,4,79,375,76
8/21/2023,0,8,2023,0,0,1016,Beauty,19.03,0.02,18.65,2,Urban,20.52,180.8,20.1,0.2,0.66,12,31,295,162
1/17/2023,1,1,2023,0,0,1016,Home,415.12,0.42,240.77,4,Rural,377.02,127.5,31.7,0.5,0.58,9,26,331,102
12/26/2023,1,12,2023,0,0,1014,Electronics,395.2,0.46,213.41,19,Urban,361.33,107.8,7.7,0.5,0.99,3,196,200,117
8/11/2023,4,8,2023,0,0,1006,Home,133.22,0.41,78.6,11,Urban,128.56,58.6,3.7,4,0.69,10,95,63,125
12/20/2023,2,12,2023,0,0,1018,Electronics,355.79,0.06,334.44,17,Rural,336.78,107.1,-0.7,1.2,0.93,11,79,349,81
7/7/2023,4,7,2023,0,0,1002,Grocery,111.35,0.5,55.68,12,Rural,106.12,185.5,0.2,9.8,0.12,11,125,325,145
12/10/2023,6,12,2023,1,0,1010,Beauty,24.96,0.13,21.72,2,Rural,23.57,53.1,-2.5,3,0.06,9,12,319,112
12/31/2023,6,12,2023,1,0,1019,Beauty,104.56,0.36,66.92,6,Urban,98.2,121.2,-1.5,5.9,0.31,13,119,24,140
6/12/2023,0,6,2023,0,0,1018,Grocery,93.42,0.45,51.38,9,Urban,86.52,189.7,12.3,5.3,0.14,1,90,411,145
11/22/2023,2,11,2023,0,1,1008,Home,172.19,0.12,151.53,5,Rural,187.13,109.2,7.8,1.9,0.53,14,186,393,103
3/15/2023,2,3,2023,0,0,1009,Home,212.13,0.45,116.67,20,Urban,197.03,114.2,23.3,1.4,0.52,5,187,488,104
8/21/2023,0,8,2023,0,0,1001,Clothing,256.73,0.15,218.22,9,Rural,241.55,136.8,29.8,2.1,0.58,10,110,155,99
8/12/2023,5,8,2023,1,0,1000,Electronics,240.99,0.49,122.9,8,Urban,228.76,119.4,26.4,8,0.75,5,44,220,128
11/15/2023,2,11,2023,0,0,1015,Home,138.98,0.14,119.52,20,Rural,151.02,75.3,16.2,4.4,0.97,1,160,291,127
3/1/2023,2,3,2023,0,1,1017,Grocery,19.44,0.48,10.11,8,Urban,20.43,52.8,-0.9,1.5,0.88,1,144,138,131
12/1/2023,4,12,2023,0,0,1016,Home,304.53,0.03,295.39,6,Urban,322.17,141.5,23.4,8.5,0.12,3,59,20,86
8/10/2023,3,8,2023,0,0,1005,Beauty,200.89,0.35,130.58,3,Rural,185.01,188.1,9.5,0.3,0.34,9,19,485,137
2/6/2023,0,2,2023,0,0,1013,Electronics,152.84,0.27,111.57,5,Urban,163.12,66,-1.6,6,0.26,7,192,153,115
10/5/2023,3,10,2023,0,0,1014,Clothing,434.14,0.24,329.95,9,Rural,426.17,81.6,28.7,2.9,0.18,6,28,401,67
7/15/2023,5,7,2023,1,0,1013,Electronics,374.64,0.11,333.43,7,Rural,356.87,105.5,8.5,6.6,0.54,9,32,67,80
12/18/2023,0,12,2023,0,1,1002,Beauty,429.59,0.35,279.23,4,Rural,436.1,171.3,3.7,13.1,0.55,4,104,491,100
8/30/2023,2,8,2023,0,0,1018,Beauty,250.02,0.1,225.02,7,Rural,266.13,90.4,29.9,6.9,0.23,4,73,40,74
11/20/2023,0,11,2023,0,0,1011,Beauty,69.81,0.28,50.26,5,Urban,73.7,182.3,31.1,2.9,0.71,3,170,14,175
8/7/2023,0,8,2023,0,0,1001,Beauty,349.63,0.13,304.18,11,Urban,376.9,58.2,8.6,0.8,0.73,5,105,278,79
7/11/2023,1,7,2023,0,0,1002,Grocery,107.01,0.48,55.65,15,Urban,116.17,191.1,9.2,8.2,0.02,5,106,168,144
1/17/2023,1,1,2023,0,0,1017,Clothing,223.41,0.01,221.18,2,Urban,211.71,134.1,18.2,3.1,0.4,12,18,133,121
1/12/2023,3,1,2023,0,0,1000,Beauty,37.18,0.1,33.46,13,Urban,36.61,148.8,24.3,0.4,0.89,14,134,490,155
7/12/2023,2,7,2023,0,0,1019,Beauty,413.53,0.12,363.91,16,Urban,373.39,105.2,-2.5,6.3,0.52,10,166,198,61
1/22/2023,6,1,2023,1,0,1005,Home,67.34,0.21,53.2,7,Urban,72.45,167.3,18.7,1.7,0.35,7,27,237,163
4/30/2023,6,4,2023,1,0,1004,Clothing,452.03,0.12,397.79,8,Urban,420.8,75,33.1,0.3,0.25,7,91,443,40
7/29/2023,5,7,2023,1,0,1000,Electronics,432.79,0.25,324.59,6,Urban,464.08,57.3,5.5,11.7,0.24,6,38,111,58
11/2/2023,3,11,2023,0,0,1018,Clothing,234.97,0.44,131.58,7,Rural,226.95,109.3,31.4,3.3,0.1,4,125,462,96
9/27/2023,2,9,2023,0,0,1000,Clothing,373.46,0.36,239.01,18,Urban,363.61,178.1,33,1.6,0.82,7,92,51,114
