Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold,Festival_Name,Festival_Type,UPC_EAN,Product_Name,Sub_Category,Brand_Name,Brand_Tier,Shelf_Life_Days,No_of_Checkout_Counters,Avg_Billing_Time_min,Local_Population_Density,Product_Age_Days,No_of_Customer_Purchases,Unit_Cost,Promotional_Campaign_Flag,Competitor_Promotion_Flag,Google_Trends_Current_Wk,Google_Trends_Lag_1w,Shelf_Capacity,Promotion_Type,Marketing_Spend,Payday_Flag,School_Vacation_Flag,Local_Event_Flag,Launch_Date,Seasonal_Product_Flag,Online_Sales_Units,In_Store_Sales_Units,App_Traffic_Index,Website_Visits,Backorder_Flag,Supplier_Delay_Days,Fill_Rate_Pct,Loyalty_Program_Usage_Count,Repeat_Purchase_Rate,Avg_Basket_Size
02/28/2023,1,2,2023,0,0,1002,Beauty,367.7,0.32,250.04,5,Urban,381.31,156.7,22.0,4.6,0.78,2,117,332,126,,,8588322527842,L'oreal Makeup 1002,Makeup,L'oreal,Mid,577,11,6.6,5663,1452,75,249.47,Y,N,17,81,30,Seasonal Discount,5614,1,0,0,03/09/2019,N,27,99,591,1298,N,1,97.32,28,0.3,1.68
12/31/2023,6,12,2023,1,0,1017,Beauty,344.51,0.15,292.83,12,Urban,323.69,156.9,21.6,5.5,0.69,3,139,494,120,,,9755188027019,Lakme Makeup 1017,Makeup,Lakme,Mid,504,8,4.4,7650,1351,57,244.19,N,N,51,17,59,None,1280,1,1,0,04/19/2020,N,37,83,660,1566,N,2,89.83,12,0.14,2.11
01/26/2023,3,1,2023,0,0,1010,Grocery,417.47,0.49,212.91,1,Urban,444.13,67.3,18.9,4.0,0.99,6,52,114,86,,,9334869047916,Amul Dairy 1010,Dairy,Amul,Mid,31,9,5.5,5995,147,51,343.25,Y,N,57,51,74,BOGO,3205,0,0,0,09/01/2022,N,11,75,481,869,N,2,94.42,12,0.39,1.69
02/16/2023,3,2,2023,0,0,1019,Grocery,128.73,0.14,110.71,20,Rural,139.31,135.5,3.1,2.2,0.51,9,52,368,132,,,764059675490,Ashirvad Beverages 1019,Beverages,Ashirvad,Budget,16,3,5.5,1463,784,76,78.28,N,N,62,57,71,None,1129,0,0,0,12/24/2020,Y,51,81,756,1942,N,0,87.29,45,0.21,1.74
10/15/2023,6,10,2023,1,0,1004,Electronics,306.72,0.1,276.05,16,Urban,325.93,135.3,12.1,11.1,0.43,14,72,332,96,,,2506873456755,Sony Mobiles 1004,Mobiles,Sony,Premium,1119,3,2.2,9314,549,45,176.64,N,N,51,62,43,None,1576,0,0,0,04/14/2022,N,24,72,571,1218,N,5,96.32,21,0.23,2.13
09/23/2023,5,9,2023,1,0,1018,Clothing,294.67,0.22,229.84,12,Urban,283.18,152.4,22.8,0.4,0.29,10,82,129,110,,,927705319183,FabIndia Ethnic wear 1018,Ethnic wear,FabIndia,Budget,981,8,4.4,7650,1189,85,187.58,Y,Y,53,51,59,Flash Sale,4445,0,0,0,06/21/2020,Y,43,67,701,1727,N,0,91.66,37,0.22,1.29
01/16/2023,0,1,2023,0,1,1018,Electronics,188.02,0.03,182.38,9,Rural,191.28,62.8,16.5,3.1,0.48,10,195,415,103,,,2386552824760,Samsung Computers 1018,Computers,Samsung,Budget,1112,10,7.6,1191,1731,67,110.15,N,Y,93,53,45,None,1033,0,0,0,04/21/2018,N,13,90,495,923,N,4,94.84,17,0.17,1.54
07/18/2023,1,7,2023,0,0,1014,Electronics,245.6,0.49,125.26,13,Urban,265.98,144.0,-4.3,7.5,0.87,8,126,177,154,,,9068867798232,Samsung Mobiles 1014,Mobiles,Samsung,Budget,1364,7,3.2,14233,1510,147,207.63,Y,N,17,93,56,Seasonal Discount,2701,0,0,0,05/30/2019,N,58,96,805,2129,N,7,87.74,58,0.16,1.05
10/09/2023,0,10,2023,0,0,1015,Clothing,160.32,0.29,113.83,17,Urban,154.57,92.1,33.1,0.3,0.04,14,57,94,108,,,5121255293176,FabIndia Activewear 1015,Activewear,FabIndia,Premium,1105,11,7.4,9278,173,39,130.29,Y,Y,38,17,22,Loyalty Only,2794,0,0,0,04/19/2023,N,42,66,694,1700,N,2,91.73,11,0.15,2.77
03/27/2023,0,3,2023,0,0,1008,Grocery,75.21,0.28,54.15,17,Rural,80.02,126.1,28.8,6.1,0.98,13,14,316,126,,,8274135829664,Ashirvad Spices 1008,Spices,Ashirvad,Budget,52,4,2.6,1279,987,70,38.62,Y,N,52,38,98,Loyalty Only,3920,0,0,0,07/13/2020,N,36,90,653,1540,N,3,88.97,17,0.23,1.8
09/07/2023,3,9,2023,0,0,1003,Clothing,110.83,0.33,74.26,4,Rural,99.96,166.0,5.4,8.6,0.99,6,85,394,138,,,742708927336,Allen Solly Activewear 1003,Activewear,Allen Solly,Mid,581,6,6.0,1738,1772,60,94.04,Y,N,28,52,40,Flash Sale,3460,0,0,0,10/31/2018,N,47,91,729,1835,N,0,91.22,15,0.12,2.3
09/27/2023,2,9,2023,0,0,1014,Home,57.23,0.25,42.92,14,Rural,51.55,155.8,19.7,5.4,0.6,5,44,100,149,,,7203826864190,Tupperware Decor 1014,Decor,Tupperware,Budget,2244,11,7.6,1293,1822,66,47.72,Y,N,35,28,23,Seasonal Discount,5829,0,0,0,10/01/2018,Y,36,113,653,1540,N,3,96.29,21,0.34,2.26
12/01/2023,4,12,2023,0,0,1011,Home,343.12,0.02,336.26,19,Urban,360.94,67.8,31.9,0.1,0.33,14,102,195,69,,,241095574500,Philips Kitchenware 1011,Kitchenware,Philips,Premium,1911,15,3.6,7003,1530,40,180.75,N,N,73,35,109,None,1677,1,1,0,09/23/2019,N,21,48,550,1137,N,2,93.42,12,0.38,1.72
04/27/2023,3,4,2023,0,0,1002,Home,332.06,0.31,229.12,7,Rural,349.42,138.7,-1.2,1.0,0.22,13,153,289,92,,,660993912552,Ikea Kitchenware 1002,Kitchenware,Ikea,Premium,2154,11,5.2,1046,534,52,219.51,Y,N,25,73,81,Flash Sale,1207,0,0,0,11/09/2021,N,19,73,536,1084,N,1,94.82,23,0.24,1.77
01/07/2023,5,1,2023,1,0,1013,Beauty,475.55,0.36,304.35,3,Urban,503.03,195.4,15.1,2.1,0.28,3,92,207,106,,,6642929148227,Dove Fragrance 1013,Fragrance,Dove,Mid,527,9,6.6,14271,416,48,286.86,Y,N,37,25,29,BOGO,3239,0,0,0,11/17/2021,N,39,67,674,1620,N,2,98.26,25,0.4,2.21
05/17/2023,2,5,2023,0,1,1016,Grocery,366.19,0.21,289.29,1,Urban,397.68,73.5,13.2,1.3,0.05,12,186,94,81,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,9,5.5,5995,1127,33,283.68,Y,Y,74,37,96,BOGO,1976,0,1,0,04/15/2020,N,17,64,522,1030,N,1,85.78,8,0.19,2.45
06/25/2023,6,6,2023,1,0,1018,Grocery,30.76,0.38,19.07,12,Rural,28.41,177.9,11.4,16.4,0.48,4,69,472,160,,,9284369426405,Amul Beverages 1018,Beverages,Amul,Mid,82,5,7.8,1981,653,115,20.11,Y,N,45,74,117,Flash Sale,4340,0,1,0,09/10/2021,Y,31,129,619,1406,N,1,92.04,38,0.39,1.39
11/24/2023,4,11,2023,0,0,1005,Beauty,442.7,0.11,394.0,15,Urban,418.97,155.4,28.4,5.3,0.06,13,116,102,86,,,4610429189629,Nivea Fragrance 1005,Fragrance,Nivea,Premium,596,6,5.9,12371,1649,74,339.09,N,N,86,45,115,None,1687,0,0,0,05/20/2019,N,20,66,543,1111,N,3,93.7,19,0.23,1.16
11/11/2023,5,11,2023,1,0,1003,Electronics,432.02,0.11,384.5,11,Rural,466.9,166.1,10.2,1.8,0.72,13,126,7,88,,,7609510980566,Bose Accessories 1003,Accessories,Bose,Premium,1821,5,3.3,1637,440,80,313.0,N,Y,59,86,50,None,1489,0,0,0,08/28/2022,N,9,79,467,816,Y,0,99.33,30,0.3,1.1
08/03/2023,3,8,2023,0,0,1006,Home,224.44,0.08,206.48,10,Urban,209.95,92.3,-2.5,13.3,0.37,7,60,135,102,,,6784244770317,Tupperware Bedding 1006,Bedding,Tupperware,Budget,2358,7,3.6,13719,917,29,190.47,N,Y,57,59,94,None,897,1,0,0,01/28/2021,N,15,87,509,977,N,3,94.11,16,0.24,3.52
03/23/2023,3,3,2023,0,0,1018,Home,295.0,0.19,238.95,2,Urban,305.75,93.2,-2.4,6.7,0.2,7,136,97,84,,,178029681125,Ikea Furniture 1018,Furniture,Ikea,Premium,2770,8,2.9,6891,947,73,229.72,Y,N,92,57,85,Flash Sale,5558,0,0,0,08/18/2020,N,10,74,474,843,N,3,85.81,41,0.15,1.15
08/11/2023,4,8,2023,0,0,1016,Electronics,488.16,0.42,283.13,4,Rural,491.13,185.9,-3.3,1.7,0.54,3,100,398,117,,,2275932199366,Samsung Mobiles 1016,Mobiles,Samsung,Premium,1143,6,6.0,1738,102,80,277.86,Y,Y,89,92,110,BOGO,5856,0,0,0,05/01/2023,N,44,73,708,1754,N,0,87.07,28,0.24,1.46
04/13/2023,3,4,2023,0,0,1015,Clothing,268.49,0.41,158.41,17,Urban,246.11,104.0,11.4,2.4,0.97,4,91,260,139,,,5121255293176,FabIndia Activewear 1015,Activewear,FabIndia,Premium,1105,11,7.4,9278,173,49,178.03,Y,N,73,89,22,Seasonal Discount,6443,0,0,0,10/22/2022,N,49,90,743,1888,N,0,85.38,11,0.14,2.84
09/30/2023,5,9,2023,1,0,1014,Clothing,453.13,0.19,367.04,17,Rural,433.67,59.5,23.7,1.1,0.7,3,68,146,67,,,2238210451428,FabIndia Winter wear 1014,Winter wear,FabIndia,Mid,1071,4,2.6,1279,1239,36,357.06,Y,N,12,73,80,Seasonal Discount,4195,1,0,0,05/09/2020,Y,20,47,543,1111,N,1,95.66,9,0.32,1.86
01/14/2023,5,1,2023,1,0,1007,Grocery,46.1,0.29,32.73,8,Urban,46.29,140.1,3.1,17.7,0.49,2,73,457,162,,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,3,7.5,7119,1896,66,38.08,Y,Y,79,12,33,BOGO,6050,0,0,0,11/05/2017,N,54,108,777,2022,N,3,86.73,17,0.13,2.45
06/08/2023,3,6,2023,0,0,1018,Beauty,99.57,0.36,63.72,14,Rural,106.59,68.7,20.9,3.6,0.78,6,114,392,114,,,3008669382416,Lakme Skincare 1018,Skincare,Lakme,Premium,564,11,7.6,1293,1738,46,52.61,Y,Y,89,79,68,Flash Sale,3704,0,1,0,09/04/2018,N,29,85,605,1352,N,2,97.8,18,0.17,2.48
06/01/2023,3,6,2023,0,0,1007,Grocery,223.17,0.12,196.39,4,Urban,232.43,169.5,22.5,11.3,0.74,7,150,184,117,,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,12,2.5,10210,1896,46,176.74,N,Y,44,89,107,None,693,1,1,0,03/23/2018,N,22,95,557,1164,N,3,98.44,10,0.27,2.54
04/18/2023,1,4,2023,0,0,1017,Clothing,294.45,0.08,270.89,6,Urban,301.63,146.3,5.2,2.1,0.89,4,163,437,91,,,4805376805555,FabIndia Winter wear 1017,Winter wear,FabIndia,Budget,949,7,3.6,6002,1863,39,190.44,N,N,65,44,119,None,813,0,0,0,03/12/2018,Y,15,76,509,977,N,0,90.18,16,0.21,2.33
07/07/2023,4,7,2023,0,0,1015,Electronics,409.03,0.49,208.61,19,Urban,408.71,181.2,19.0,9.9,0.2,5,79,412,106,,,5094762337870,Sony Computers 1015,Computers,Sony,Mid,1196,15,3.6,7003,1759,24,292.6,Y,Y,16,65,96,Seasonal Discount,3994,0,0,0,09/12/2018,N,39,67,674,1620,N,1,91.44,5,0.19,4.42
10/28/2023,5,10,2023,1,1,1019,Grocery,494.19,0.31,340.99,4,Rural,474.29,167.7,22.4,0.3,0.86,8,140,499,119,,,764059675490,Ashirvad Beverages 1019,Beverages,Ashirvad,Budget,16,6,6.0,1738,784,89,372.92,Y,N,70,16,107,BOGO,5155,0,0,0,09/04/2021,Y,20,99,543,1111,N,2,94.45,33,0.13,1.34
04/08/2023,5,4,2023,1,0,1018,Home,197.48,0.49,100.71,3,Rural,182.44,66.8,13.7,20.1,0.3,9,21,231,114,,,178029681125,Ikea Furniture 1018,Furniture,Ikea,Premium,2770,11,7.3,1637,947,99,128.74,Y,Y,11,70,62,Flash Sale,4787,0,0,0,09/03/2020,N,16,98,516,1003,N,1,91.17,58,0.26,1.15
05/11/2023,3,5,2023,0,0,1009,Home,28.47,0.17,23.63,20,Rural,27.95,107.2,8.5,12.2,0.94,7,50,100,143,,,7030810140677,Sleepwell Kitchenware 1009,Kitchenware,Sleepwell,Premium,1569,3,5.5,1463,943,47,24.18,Y,Y,68,11,103,Flash Sale,2502,0,1,0,10/10/2020,N,51,92,756,1942,N,1,87.32,13,0.38,3.04
10/20/2023,4,10,2023,0,0,1016,Electronics,401.58,0.35,261.03,6,Urban,363.71,166.2,19.8,2.3,0.28,10,114,146,105,,,2275932199366,Samsung Mobiles 1016,Mobiles,Samsung,Premium,1143,7,3.6,6002,102,99,339.99,Y,N,43,68,110,Flash Sale,2225,0,0,0,07/10/2023,N,10,95,474,843,N,7,92.91,47,0.33,1.06
06/20/2023,1,6,2023,0,0,1012,Clothing,304.17,0.11,270.71,7,Urban,286.59,112.6,34.1,7.5,0.93,14,74,204,105,,,8799422298307,FabIndia Activewear 1012,Activewear,FabIndia,Mid,1080,8,7.3,11584,1587,29,168.16,N,N,75,43,118,None,1464,0,1,0,02/14/2019,N,40,65,681,1647,N,1,92.75,6,0.39,3.62
07/02/2023,6,7,2023,1,0,1012,Home,103.28,0.13,89.85,14,Urban,101.89,195.9,12.1,7.0,0.96,1,72,45,172,,,8680191775025,Tupperware Decor 1012,Decor,Tupperware,Budget,1644,5,2.1,7326,265,112,84.05,N,Y,44,75,25,None,960,1,0,0,10/10/2022,Y,68,104,873,2397,Y,0,88.97,44,0.31,1.54
12/30/2023,5,12,2023,1,0,1006,Home,249.94,0.26,184.96,12,Urban,245.87,160.4,10.7,11.6,0.15,11,187,103,121,,,6784244770317,Tupperware Bedding 1006,Bedding,Tupperware,Budget,2358,8,4.4,7650,917,63,193.61,Y,N,51,44,115,Seasonal Discount,5968,0,1,0,06/26/2021,N,13,108,495,923,N,3,89.36,35,0.27,1.92
02/08/2023,2,2,2023,0,0,1009,Beauty,372.44,0.16,312.85,16,Urban,338.5,52.3,13.6,1.8,0.97,14,184,335,86,,,7654427826707,Lakme Makeup 1009,Makeup,Lakme,Budget,567,3,2.2,9314,1014,86,202.95,Y,Y,38,51,104,Seasonal Discount,3505,0,0,0,04/30/2020,N,22,64,557,1164,N,2,93.97,48,0.22,1.0
01/15/2023,6,1,2023,1,0,1001,Grocery,386.35,0.08,355.44,20,Rural,393.23,182.0,-2.0,3.1,0.09,3,17,445,80,,,1996313736102,Tata Spices 1001,Spices,Tata,Budget,71,3,5.5,1463,1794,66,208.7,N,N,23,38,107,None,1814,0,0,0,02/16/2018,N,18,62,529,1057,N,3,99.08,33,0.21,1.21
01/04/2023,2,1,2023,0,0,1003,Clothing,252.31,0.13,219.51,8,Rural,254.82,65.1,17.1,10.0,0.22,11,168,221,76,,,742708927336,Allen Solly Activewear 1003,Activewear,Allen Solly,Mid,581,11,6.0,1321,1772,55,146.12,N,Y,43,23,119,None,1419,1,0,0,02/27/2018,N,17,59,522,1030,N,0,92.85,11,0.11,1.38
12/15/2023,4,12,2023,0,0,1005,Grocery,156.08,0.02,152.96,2,Urban,142.91,71.1,8.1,7.5,0.44,5,20,443,111,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,8,2.9,6891,841,38,105.2,N,Y,25,43,85,None,1984,0,1,0,08/26/2021,N,39,72,674,1620,N,1,86.31,16,0.14,2.92
07/29/2023,5,7,2023,1,0,1017,Clothing,487.0,0.35,316.55,13,Urban,530.16,160.2,-0.1,2.5,0.99,3,26,117,119,,,4805376805555,FabIndia Winter wear 1017,Winter wear,FabIndia,Budget,949,7,3.2,14233,1863,103,320.19,Y,N,35,25,21,Seasonal Discount,3269,0,0,0,06/22/2018,Y,24,95,571,1218,N,0,87.71,48,0.31,1.16
06/10/2023,5,6,2023,1,0,1005,Home,333.36,0.25,250.02,8,Rural,306.65,179.7,13.7,9.3,0.49,1,164,4,122,,,9687801551834,Tupperware Decor 1005,Decor,Tupperware,Premium,2280,11,6.0,1321,1846,99,254.71,Y,N,30,35,91,Flash Sale,5413,0,1,0,05/21/2018,Y,45,77,715,1781,Y,3,91.63,30,0.35,1.23
01/16/2023,0,1,2023,0,0,1016,Beauty,207.08,0.05,196.73,20,Urban,221.78,130.5,-4.9,0.2,0.55,2,133,416,105,,,9339246514525,L'oreal Haircare 1016,Haircare,L'oreal,Premium,399,9,5.7,8788,752,62,165.3,N,Y,87,30,85,None,1237,0,0,0,12/25/2020,N,17,88,522,1030,N,3,89.96,35,0.13,1.69
04/18/2023,1,4,2023,0,0,1013,Grocery,143.83,0.09,130.89,16,Urban,129.46,93.4,11.1,7.6,0.69,8,104,210,123,,,5066512285191,Tata Beverages 1013,Beverages,Tata,Mid,39,3,2.2,9314,102,86,107.86,N,Y,40,87,77,None,1591,0,0,0,01/06/2023,Y,14,109,502,950,N,1,90.12,38,0.39,1.43
11/07/2023,1,11,2023,0,0,1010,Home,366.9,0.05,348.55,4,Urban,394.95,102.7,-0.8,1.2,0.97,7,164,54,71,,,5360161709121,Ikea Kitchenware 1010,Kitchenware,Ikea,Mid,2038,12,2.5,10210,496,42,295.87,N,Y,43,40,47,None,1654,0,0,0,06/29/2022,N,21,50,550,1137,N,2,85.39,23,0.18,1.69
08/15/2023,1,8,2023,0,0,1018,Clothing,124.88,0.31,86.17,16,Urban,112.88,101.4,-4.0,1.7,0.78,13,124,18,140,Independence Day,Mega Festive,927705319183,FabIndia Ethnic wear 1018,Ethnic wear,FabIndia,Budget,981,3,2.2,9314,1189,37,92.03,Y,Y,85,43,75,Flash Sale,7820,0,0,0,05/13/2020,Y,42,98,694,1700,Y,0,94.9,14,0.35,3.78
06/19/2023,0,6,2023,0,0,1001,Grocery,90.0,0.05,85.5,20,Rural,94.64,99.0,28.0,3.4,0.22,10,132,400,132,,,1996313736102,Tata Spices 1001,Spices,Tata,Budget,71,3,5.5,1463,1794,89,65.53,N,N,11,85,107,None,854,0,1,0,07/21/2018,N,19,113,536,1084,N,1,92.65,17,0.19,1.48
02/03/2023,4,2,2023,0,0,1002,Grocery,267.27,0.38,165.71,6,Urban,259.88,86.4,31.6,3.0,0.3,3,96,87,93,,,8148570840155,Nestle Beverages 1002,Beverages,Nestle,Premium,54,7,3.6,6002,228,52,170.72,Y,N,30,11,92,BOGO,3012,1,0,0,06/20/2022,Y,9,84,467,816,N,3,91.42,16,0.36,1.79
09/08/2023,4,9,2023,0,0,1010,Home,148.54,0.01,147.05,4,Urban,155.62,141.3,3.3,3.7,0.1,4,65,246,140,,,5360161709121,Ikea Kitchenware 1010,Kitchenware,Ikea,Mid,2038,12,2.5,10210,496,116,99.24,N,Y,33,30,47,None,782,0,0,0,04/30/2022,N,26,114,584,1272,N,0,96.74,36,0.16,1.21
09/04/2023,0,9,2023,0,0,1005,Grocery,316.31,0.12,278.35,16,Urban,310.09,185.1,16.6,3.9,0.64,14,103,116,102,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,3,2.2,9314,841,41,159.61,Y,Y,42,33,106,BOGO,4716,1,0,0,05/16/2021,N,37,65,660,1566,N,0,87.44,21,0.35,2.49
09/26/2023,1,9,2023,0,1,1013,Beauty,63.38,0.45,34.86,13,Rural,57.94,96.1,6.1,2.0,0.18,13,107,475,123,,,6642929148227,Dove Fragrance 1013,Fragrance,Dove,Mid,527,6,3.6,705,416,101,45.64,Y,Y,27,42,34,BOGO,4694,0,0,0,08/06/2022,N,22,101,557,1164,N,0,87.81,47,0.21,1.22
05/21/2023,6,5,2023,1,0,1018,Beauty,329.2,0.36,210.69,5,Urban,346.81,78.0,14.7,1.0,0.26,3,184,169,89,,,3008669382416,Lakme Skincare 1018,Skincare,Lakme,Premium,564,11,6.6,5663,1738,61,278.15,Y,Y,36,27,36,BOGO,5287,0,1,0,08/17/2018,N,10,79,474,843,N,2,95.97,26,0.35,1.46
10/01/2023,6,10,2023,1,0,1015,Home,145.23,0.04,139.42,15,Urban,132.78,175.8,12.5,7.3,0.89,13,28,484,146,,,6142649910959,Sleepwell Kitchenware 1015,Kitchenware,Sleepwell,Mid,2782,6,5.9,12371,1139,140,97.98,N,Y,64,36,60,None,1747,1,0,0,08/18/2020,N,46,100,722,1808,N,3,89.9,44,0.17,1.04
04/06/2023,3,4,2023,0,0,1006,Clothing,5.12,0.41,3.02,8,Rural,5.55,161.3,5.8,2.6,0.33,4,66,149,168,,,3008747811724,FabIndia Formalwear 1006,Formalwear,FabIndia,Mid,1057,11,6.0,1321,1238,133,2.73,Y,N,26,64,64,Loyalty Only,2876,0,0,0,11/15/2019,N,52,116,763,1969,N,1,91.83,36,0.23,1.26
08/15/2023,1,8,2023,0,0,1007,Home,67.83,0.25,50.87,7,Rural,61.74,189.6,23.0,3.5,0.57,8,168,294,162,Independence Day,Mega Festive,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,11,5.2,1046,891,43,54.85,Y,Y,55,26,102,BOGO,10048,0,0,0,03/07/2021,N,61,101,825,2210,N,3,89.91,17,0.39,3.77
02/08/2023,2,2,2023,0,0,1018,Beauty,467.14,0.42,270.94,14,Rural,465.21,74.8,0.1,5.2,0.4,9,25,207,67,,,3008669382416,Lakme Skincare 1018,Skincare,Lakme,Premium,564,11,7.6,1293,1738,18,313.08,Y,N,42,55,68,BOGO,3537,0,0,0,05/07/2018,N,11,56,481,869,N,1,90.22,5,0.3,3.72
10/29/2023,6,10,2023,1,0,1019,Electronics,434.34,0.3,304.04,7,Rural,453.71,71.6,-2.9,12.0,0.07,7,54,380,68,,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,11,5.2,1046,1128,19,270.99,Y,N,58,42,68,Flash Sale,3329,0,0,0,09/26/2020,N,18,50,529,1057,N,6,85.37,9,0.21,3.58
01/29/2023,6,1,2023,1,1,1015,Electronics,120.64,0.34,79.62,7,Urban,118.06,131.2,25.7,6.1,0.36,9,164,482,142,,,5094762337870,Sony Computers 1015,Computers,Sony,Mid,1196,8,7.3,11584,1759,53,72.24,Y,N,69,58,45,BOGO,2572,0,0,0,04/06/2018,N,32,110,626,1432,N,7,94.36,20,0.15,2.68
11/14/2023,1,11,2023,0,0,1006,Grocery,390.29,0.5,195.14,18,Urban,368.22,142.2,21.6,0.2,0.41,14,198,282,117,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,13,2.6,5779,268,31,269.4,Y,Y,75,69,74,Seasonal Discount,2146,0,0,1,02/19/2023,N,15,102,509,977,N,2,91.15,11,0.2,3.77
09/02/2023,5,9,2023,1,0,1008,Grocery,306.24,0.12,269.49,10,Urban,322.11,122.0,14.9,9.1,0.9,9,163,331,117,,,8274135829664,Ashirvad Spices 1008,Spices,Ashirvad,Budget,52,7,3.6,13719,987,44,190.66,N,N,92,75,113,None,987,1,0,0,12/19/2020,N,21,96,550,1137,N,3,88.53,24,0.25,2.66
08/24/2023,3,8,2023,0,0,1012,Electronics,485.6,0.31,335.06,18,Urban,513.21,139.8,13.7,22.7,0.32,7,166,173,82,,,8638690599897,Samsung Mobiles 1012,Mobiles,Samsung,Premium,1796,13,2.6,5779,1727,75,260.36,Y,N,91,92,62,Loyalty Only,4645,0,0,0,12/01/2018,N,20,62,543,1111,N,6,94.0,26,0.39,1.09
07/04/2023,1,7,2023,0,0,1000,Beauty,189.93,0.23,146.25,14,Rural,205.99,77.1,14.9,3.2,0.38,7,122,126,109,,,8366316402929,Nivea Makeup 1000,Makeup,Nivea,Budget,570,11,7.6,1293,1553,98,157.2,Y,N,65,91,66,BOGO,4674,1,0,0,04/03/2019,N,16,93,516,1003,N,2,88.3,53,0.2,1.11
09/29/2023,4,9,2023,0,0,1007,Grocery,342.32,0.02,335.47,10,Rural,333.84,121.9,12.5,17.5,0.78,8,130,155,83,,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,13,4.2,1104,1896,54,268.95,Y,Y,60,65,41,Flash Sale,2730,0,0,0,07/21/2018,N,16,67,516,1003,N,3,96.76,15,0.37,1.54
08/24/2023,3,8,2023,0,0,1003,Home,36.45,0.01,36.09,7,Rural,36.5,148.7,10.7,4.0,0.76,12,112,179,146,,,779320874566,Tupperware Decor 1003,Decor,Tupperware,Premium,2178,11,5.2,1046,419,114,23.47,N,Y,81,60,117,None,1864,0,0,0,07/01/2022,Y,20,126,543,1111,N,1,92.87,32,0.12,1.28
08/27/2023,6,8,2023,1,0,1002,Home,201.14,0.06,189.07,7,Urban,195.63,114.9,15.0,3.1,0.8,10,136,448,106,,,660993912552,Ikea Kitchenware 1002,Kitchenware,Ikea,Premium,2154,8,7.3,11584,534,50,140.71,N,N,26,81,112,None,981,0,0,0,03/11/2022,N,30,76,612,1379,N,3,91.88,17,0.12,2.12
09/23/2023,5,9,2023,1,0,1002,Beauty,482.09,0.32,327.82,7,Rural,458.67,151.9,16.1,2.0,0.95,12,53,422,119,,,8588322527842,L'oreal Makeup 1002,Makeup,L'oreal,Mid,577,11,5.2,1046,1452,84,336.15,Y,Y,78,26,56,Loyalty Only,3450,0,0,0,10/02/2019,N,13,106,495,923,N,3,90.65,22,0.14,1.42
12/25/2023,0,12,2023,0,0,1012,Grocery,271.8,0.28,195.7,5,Rural,285.45,117.7,22.7,5.4,0.8,12,118,377,97,Christmas,Gifting Season,16104203210,Nestle Spices 1012,Spices,Nestle,Premium,7,13,2.3,682,1330,72,175.82,Y,Y,92,78,116,Seasonal Discount,5145,0,1,0,05/04/2020,N,30,67,612,1379,N,1,85.69,38,0.25,1.35
12/06/2023,2,12,2023,0,0,1007,Home,147.5,0.28,106.2,1,Urban,142.77,100.0,23.4,1.3,0.41,3,166,401,119,,,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,9,5.5,5995,891,33,121.41,Y,N,94,92,71,Seasonal Discount,3876,0,1,0,06/28/2021,N,29,90,605,1352,N,3,85.41,12,0.32,3.61
03/06/2023,0,3,2023,0,0,1006,Grocery,64.53,0.02,63.24,14,Rural,63.6,95.5,10.1,0.6,0.82,8,118,86,136,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,11,7.6,1293,268,74,41.08,N,N,52,94,100,None,1778,0,0,0,06/11/2022,N,18,118,529,1057,N,0,87.45,16,0.16,1.84
06/26/2023,0,6,2023,0,1,1000,Grocery,353.25,0.23,272.0,18,Urban,346.44,111.6,11.5,0.1,0.51,1,119,405,79,,,6817973669476,Amul Spices 1000,Spices,Amul,Budget,63,13,2.6,5779,1680,46,235.42,Y,N,33,52,56,Loyalty Only,2306,0,1,0,11/19/2018,N,31,48,619,1406,N,2,85.72,14,0.13,1.72
01/03/2023,1,1,2023,0,0,1015,Home,324.2,0.46,175.07,13,Urban,337.99,53.5,9.9,1.7,0.28,13,120,323,95,,,6142649910959,Sleepwell Kitchenware 1015,Kitchenware,Sleepwell,Mid,2782,7,3.2,14233,1139,71,179.79,Y,N,90,33,70,Loyalty Only,2514,1,0,0,11/21/2019,N,16,79,516,1003,N,2,97.41,16,0.17,1.34
